0,0,0,1,0,0,0,45,100.000,100.000
1,0,0,3,15,60,15,50,100.000,100.000
1,0,0,1,40,55,25,30,100.000,100.000
0,2,0,1,25,0,20,70,100.000,100.000
0,0,0,3,30,10,0,5,100.000,100.000
2,1,0,2,75,75,35,40,100.000,100.000
0,0,0,2,50,35,30,0,100.000,77.850
0,0,0,2,50,45,60,25,100.000,100.000
0,0,0,3,25,60,90,70,100.000,100.000
0,1,0,0,65,55,20,85,100.000,100.000
3,0,0,6,55,5,40,40,100.000,95.727
0,0,0,2,10,5,10,25,100.000,100.000
0,2,0,0,45,65,40,30,100.000,100.000
0,0,0,1,55,10,10,70,100.000,100.000
0,0,0,0,5,90,90,80,100.000,100.000
3,0,0,7,80,45,70,15,32.634,100.000
0,2,0,2,40,75,10,35,100.000,100.000
3,0,1,3,10,85,60,45,70.000,70.000
0,0,0,4,20,0,40,75,100.000,100.000
0,0,0,4,55,65,25,80,100.000,100.000
3,1,0,3,70,30,60,30,100.000,100.000
1,1,0,1,20,80,75,85,57.380,100.000
1,0,0,1,35,70,20,35,100.000,100.000
1,0,0,4,25,35,15,45,100.000,100.000
1,0,0,2,60,95,60,40,100.000,100.000
4,0,0,0,80,45,0,75,100.000,100.000
4,1,0,4,20,5,25,80,100.000,100.000
4,0,0,4,15,45,25,45,100.000,52.994
4,1,0,0,70,55,25,20,100.000,100.000
3,0,1,0,95,60,65,50,70.000,100.000
0,1,0,0,55,70,45,85,100.000,100.000
1,2,0,0,90,70,45,20,100.000,100.000
0,0,0,0,70,80,95,60,100.000,100.000
3,2,1,4,45,25,70,65,100.000,100.000
3,0,1,8,65,65,50,55,70.000,70.000
3,2,1,10,60,5,90,70,100.000,100.000
3,2,1,5,30,55,85,85,0.000,0.000
0,0,0,6,25,10,65,50,87.218,100.000
3,0,0,2,90,80,0,35,100.000,100.000
0,1,0,1,75,60,60,20,40.876,100.000
1,2,0,1,55,55,15,70,100.000,100.000
0,0,0,0,50,75,40,20,100.000,100.000
1,2,0,0,20,60,10,85,100.000,100.000
1,0,0,0,25,60,10,45,100.000,100.000
3,0,0,1,75,35,15,10,100.000,100.000
0,0,0,2,40,25,70,15,100.000,97.152
0,0,0,5,0,65,60,10,100.000,100.000
3,0,1,6,45,40,45,55,70.000,65.185
4,0,0,1,20,10,55,5,100.000,100.000
4,2,0,0,5,20,90,80,100.000,100.000
0,0,0,1,75,15,75,15,100.000,100.000
1,0,0,3,80,5,80,20,100.000,100.000
1,0,0,1,5,10,80,10,100.000,100.000
0,2,0,1,0,60,20,60,100.000,100.000
0,0,0,3,5,75,50,75,100.000,100.000
2,1,0,2,40,75,20,5,100.000,100.000
0,0,0,2,85,0,80,40,100.000,77.850
0,0,0,2,95,10,75,15,100.000,100.000
0,0,0,3,95,25,5,10,100.000,100.000
0,1,0,0,35,60,15,10,100.000,100.000
3,0,0,6,85,45,45,70,100.000,95.727
0,0,0,2,55,70,70,75,100.000,100.000
0,2,0,0,80,70,65,20,100.000,100.000
0,0,0,1,20,45,50,65,100.000,100.000
0,0,0,0,80,85,80,0,100.000,100.000
3,0,0,7,75,60,50,45,100.000,100.000
0,2,0,2,15,35,55,60,100.000,100.000
3,0,1,3,35,85,50,65,70.000,70.000
0,0,0,4,15,65,50,30,100.000,100.000
0,0,0,4,50,30,15,25,100.000,100.000
3,1,0,3,25,95,40,40,100.000,100.000
1,1,0,1,25,10,15,30,100.000,100.000
1,0,0,1,25,15,5,80,100.000,100.000
1,0,0,4,10,0,10,80,100.000,100.000
1,0,0,2,40,10,40,60,100.000,100.000
4,0,0,0,15,75,50,70,100.000,100.000
4,1,0,4,60,35,20,70,100.000,100.000
4,0,0,4,10,70,10,5,100.000,52.994
4,1,0,0,70,80,5,35,100.000,100.000
3,0,1,0,60,50,65,85,70.000,100.000
0,1,0,0,10,90,55,15,100.000,100.000
1,2,0,0,70,5,90,5,100.000,100.000
0,0,0,0,60,90,75,30,100.000,100.000
3,2,1,4,10,65,25,70,43.592,100.000
3,0,1,8,0,95,0,25,70.000,70.000
3,2,1,10,0,25,40,70,100.000,100.000
3,2,1,5,95,5,25,80,70.000,0.000
0,0,0,6,25,40,85,35,100.000,100.000
3,0,0,2,40,70,85,40,85.834,100.000
0,1,0,1,20,70,65,15,40.876,100.000
1,2,0,1,30,80,15,25,100.000,100.000
0,0,0,0,75,55,5,50,100.000,100.000
1,2,0,0,65,45,35,55,100.000,100.000
1,0,0,0,90,5,85,55,100.000,100.000
3,0,0,1,90,90,80,30,100.000,100.000
0,0,0,2,30,80,50,40,100.000,97.152
0,0,0,5,75,90,40,40,100.000,100.000
3,0,1,6,70,20,55,40,70.000,65.185
4,0,0,1,30,20,85,5,100.000,100.000
4,2,0,0,80,35,25,45,100.000,100.000
0,0,0,1,0,0,0,45,100.000,100.000
1,0,0,3,5,95,95,25,100.000,100.000
1,0,0,1,25,45,80,5,100.000,100.000
0,2,0,1,35,50,50,75,100.000,100.000
0,0,0,3,85,25,20,45,100.000,100.000
2,1,0,2,50,30,80,50,100.000,100.000
0,0,0,2,30,25,0,65,100.000,77.850
0,0,0,2,20,35,15,5,100.000,100.000
0,0,0,3,75,65,55,0,100.000,100.000
0,1,0,0,50,65,40,20,100.000,100.000
3,0,0,6,75,80,10,10,100.000,95.727
0,0,0,2,0,30,95,70,100.000,100.000
0,2,0,0,90,90,35,55,100.000,100.000
0,0,0,1,65,40,70,25,100.000,100.000
0,0,0,0,60,60,90,45,100.000,100.000
3,0,0,7,50,50,30,70,100.000,100.000
0,2,0,2,25,50,35,25,100.000,100.000
3,0,1,3,5,95,20,85,70.000,70.000
0,0,0,4,0,25,15,75,100.000,100.000
0,0,0,4,50,95,30,10,100.000,100.000
3,1,0,3,90,0,75,55,100.000,100.000
1,1,0,1,20,5,85,35,100.000,100.000
1,0,0,1,5,85,25,50,100.000,100.000
1,0,0,4,55,65,55,15,100.000,100.000
1,0,0,2,35,25,35,25,94.534,100.000
4,0,0,0,75,0,65,40,100.000,100.000
4,1,0,4,65,40,40,80,100.000,100.000
4,0,0,4,20,95,15,5,100.000,52.994
4,1,0,0,40,70,10,15,100.000,100.000
3,0,1,0,75,65,20,0,70.000,100.000
0,1,0,0,65,5,0,10,80.000,100.000
1,2,0,0,20,55,55,25,100.000,100.000
0,0,0,0,25,80,20,75,100.000,100.000
3,2,1,4,40,20,10,65,100.000,100.000
3,0,1,8,65,35,95,35,70.000,70.000
3,2,1,10,50,60,95,70,100.000,100.000
3,2,1,5,20,35,35,60,8.006,0.000
0,0,0,6,40,70,50,65,100.000,100.000
3,0,0,2,95,5,85,5,100.000,100.000
0,1,0,1,50,20,45,65,44.160,100.000
1,2,0,1,50,20,30,70,100.000,100.000
0,0,0,0,80,25,35,85,100.000,100.000
1,2,0,0,10,80,85,25,100.000,100.000
1,0,0,0,55,10,55,25,100.000,100.000
3,0,0,1,95,25,90,15,100.000,100.000
0,0,0,2,20,50,95,70,100.000,97.152
0,0,0,5,5,0,50,80,100.000,100.000
3,0,1,6,65,40,25,25,70.000,65.185
4,0,0,1,85,20,20,85,100.000,100.000
4,2,0,0,5,20,75,65,100.000,100.000
0,0,0,1,35,15,50,60,100.000,100.000
1,0,0,3,90,40,30,20,100.000,100.000
1,0,0,1,30,90,60,5,100.000,100.000
0,2,0,1,20,5,50,15,100.000,100.000
0,0,0,3,80,30,40,55,100.000,100.000
2,1,0,2,15,75,85,80,100.000,100.000
0,0,0,2,10,15,5,25,100.000,77.850
0,0,0,2,10,20,55,80,100.000,100.000
0,0,0,3,50,40,35,30,100.000,100.000
0,1,0,0,10,70,15,25,100.000,100.000
3,0,0,6,65,25,30,50,100.000,95.727
0,0,0,2,65,55,40,65,100.000,100.000
0,2,0,0,35,0,85,55,100.000,100.000
0,0,0,1,75,85,35,0,100.000,100.000
0,0,0,0,45,70,15,40,100.000,100.000
3,0,0,7,40,35,40,5,100.000,100.000
0,2,0,2,55,35,25,80,100.000,100.000
3,0,1,3,60,15,0,20,70.000,70.000
0,0,0,4,30,85,85,55,100.000,100.000
0,0,0,4,10,55,55,80,100.000,100.000
3,1,0,3,95,60,10,50,100.000,100.000
1,1,0,1,35,0,55,75,100.000,100.000
1,0,0,1,90,50,75,45,100.000,100.000
1,0,0,4,60,35,30,0,100.000,100.000
1,0,0,2,95,45,55,15,100.000,100.000
4,0,0,0,80,45,80,85,100.000,100.000
4,1,0,4,55,60,55,25,100.000,100.000
4,0,0,4,50,50,80,40,100.000,54.431
4,1,0,0,85,80,5,55,87.770,100.000
3,0,1,0,90,20,25,75,70.000,100.000
0,1,0,0,45,70,95,85,48.757,100.000
1,2,0,0,60,55,70,75,100.000,100.000
0,0,0,0,15,50,70,75,100.000,100.000
3,2,1,4,40,80,55,5,26.155,100.000
3,0,1,8,45,10,40,5,70.000,70.000
3,2,1,10,20,25,75,25,95.460,100.000
3,2,1,5,30,40,85,15,0.000,0.000
0,0,0,6,0,55,45,35,100.000,100.000
3,0,0,2,10,65,10,70,92.917,100.000
0,1,0,1,45,20,5,85,70.438,100.000
1,2,0,1,25,60,50,85,100.000,100.000
0,0,0,0,30,20,90,20,100.000,100.000
1,2,0,0,65,5,75,60,100.000,100.000
1,0,0,0,45,65,80,55,100.000,100.000
3,0,0,1,95,10,40,0,100.000,100.000
0,0,0,2,20,10,40,45,100.000,97.152
0,0,0,5,75,25,50,55,100.000,100.000
3,0,1,6,20,30,60,20,70.000,65.185
4,0,0,1,95,85,60,10,100.000,100.000
4,2,0,0,5,35,0,45,100.000,100.000
0,0,0,1,0,0,0,45,100.000,100.000
1,0,0,3,5,95,95,25,100.000,100.000
1,0,0,1,25,45,80,5,100.000,100.000
0,2,0,1,35,50,50,75,100.000,100.000
0,0,0,3,85,25,20,45,100.000,100.000
2,1,0,2,50,30,80,50,100.000,100.000
0,0,0,2,30,25,0,65,100.000,100.000
0,0,0,2,20,35,15,5,100.000,100.000
0,0,0,3,75,65,55,0,100.000,100.000
0,1,0,0,50,65,40,20,100.000,100.000
3,0,0,6,75,80,10,10,100.000,100.000
0,0,0,2,0,30,95,70,100.000,100.000
0,2,0,0,90,90,35,55,100.000,100.000
0,0,0,1,65,40,70,25,100.000,100.000
0,0,0,0,60,60,90,45,100.000,100.000
3,0,0,7,50,50,30,70,100.000,100.000
0,2,0,2,25,50,35,25,100.000,100.000
3,0,1,3,5,95,20,85,70.000,70.000
0,0,0,4,0,25,15,75,100.000,100.000
0,0,0,4,50,95,30,10,100.000,100.000
3,1,0,3,90,0,75,55,100.000,100.000
1,1,0,1,20,5,85,35,100.000,100.000
1,0,0,1,5,85,25,50,100.000,100.000
1,0,0,4,55,65,55,15,100.000,100.000
1,0,0,2,35,25,35,25,94.534,100.000
4,0,0,0,75,0,65,40,100.000,100.000
4,1,0,4,65,40,40,80,100.000,100.000
4,0,0,4,20,95,15,5,100.000,100.000
4,1,0,0,40,70,10,15,100.000,100.000
3,0,1,0,75,65,20,0,70.000,100.000
0,1,0,0,65,5,0,10,80.000,100.000
1,2,0,0,20,55,55,25,100.000,100.000
0,0,0,0,25,80,20,75,100.000,100.000
3,2,1,4,40,20,10,65,100.000,100.000
3,0,1,8,65,35,95,35,70.000,42.000
3,2,1,10,50,60,95,70,100.000,100.000
3,2,1,5,20,35,35,60,0.000,2.871
0,0,0,6,40,70,50,65,100.000,100.000
3,0,0,2,95,5,85,5,100.000,100.000
0,1,0,1,50,20,45,65,44.160,100.000
1,2,0,1,50,20,30,70,100.000,100.000
0,0,0,0,80,25,35,85,100.000,100.000
1,2,0,0,10,80,85,25,100.000,100.000
1,0,0,0,55,10,55,25,100.000,100.000
3,0,0,1,95,25,90,15,100.000,100.000
0,0,0,2,20,50,95,70,100.000,97.152
0,0,0,5,5,0,50,80,100.000,100.000
3,0,1,6,65,40,25,25,70.000,65.185
4,0,0,1,85,20,20,85,100.000,100.000
4,2,0,0,5,20,75,65,100.000,100.000
0,0,0,1,35,15,50,60,100.000,100.000
1,0,0,3,90,40,30,20,100.000,100.000
1,0,0,1,30,90,60,5,100.000,100.000
0,2,0,1,20,5,50,15,100.000,100.000
0,0,0,3,80,30,40,55,100.000,100.000
2,1,0,2,15,75,85,80,100.000,100.000
0,0,0,2,10,15,5,25,100.000,77.850
0,0,0,2,10,20,55,80,100.000,100.000
0,0,0,3,50,40,35,30,100.000,100.000
0,1,0,0,10,70,15,25,100.000,100.000
3,0,0,6,65,25,30,50,100.000,95.727
0,0,0,2,65,55,40,65,100.000,100.000
0,2,0,0,35,0,85,55,100.000,100.000
0,0,0,1,75,85,35,0,100.000,100.000
0,0,0,0,45,70,15,40,100.000,100.000
3,0,0,7,40,35,40,5,100.000,100.000
0,2,0,2,55,35,25,80,100.000,100.000
3,0,1,3,60,15,0,20,70.000,70.000
0,0,0,4,30,85,85,55,100.000,100.000
0,0,0,4,10,55,55,80,100.000,100.000
3,1,0,3,95,60,10,50,100.000,100.000
1,1,0,1,35,0,55,75,100.000,100.000
1,0,0,1,90,50,75,45,100.000,100.000
1,0,0,4,60,35,30,0,100.000,100.000
1,0,0,2,95,45,55,15,100.000,100.000
4,0,0,0,80,45,80,85,100.000,100.000
4,1,0,4,55,60,55,25,100.000,100.000
