0,0,0,1,0,0,0,45,0,0,0,0.499151103565365,0,0.536388140161725,0,100,100
1,0,0,3,15,60,15,50,0,0,0,0.706281833616299,0,0.227493261455526,0,100,100
1,0,0,1,40,55,25,30,0,0,0,0.808149405772496,0,0.765498652291105,0,100,100
0,2,0,1,25,0,20,70,0,0,0,0.65195246179966,0,0.738814016172507,0,100,100
0,0,0,3,30,10,0,5,0,0,0,0.592718303852293,0,0.743935309973046,0,70,100
2,1,0,2,75,75,35,40,0,0,0,0.98981324278438,0,0.913746630727763,0,100,100
0,0,0,2,50,35,30,0,0,0,0,0.642775476510259,0,0.22911051212938,0,70,77.85
0,0,0,2,50,45,60,25,0,0,0,0.666499349489421,0,0.719676549865229,0,70,100
0,0,0,3,25,60,90,70,0,0,0,0.592718303852293,0,0.692722371967655,0,70,100
0,1,0,0,65,55,20,85,0,0,0,0.531409168081494,0,0.582210242587601,0,100,100
3,0,0,6,55,5,40,40,0,0,0,0.490662139219015,0,0.296495956873315,0,100,95.727
0,0,0,2,10,5,10,25,0,0,0,0.547182477636042,0,0.692722371967655,0,70,100
0,2,0,0,45,65,40,30,0,0,0,0.611205432937182,0,0.60377358490566,0,100,100
0,0,0,1,55,10,10,70,0,0,0,0.646859083191851,0,0.61455525606469,0,100,100
0,0,0,0,5,90,90,80,0,0,0,0.847198641765705,0,0.851752021563342,0,100,100
3,0,0,7,80,45,70,15,0,0,0,0.062818336162988,0,0.77088948787062,0,32.634,100
0,2,0,2,40,75,10,35,0,0,0,0.490662139219015,0,0.547169811320755,0,100,100
3,0,1,3,10,85,60,45,0,0,0,0.597623089983022,0,0.684636118598383,0,70,70
0,0,0,4,20,0,40,75,0,0,0,0.624787775891341,0,0.636118598382749,0,100,100
0,0,0,4,55,65,25,80,0,0,0,0.728353140916808,0,0.660377358490566,0,100,100
3,1,0,3,70,30,60,30,0,0,0,0.568760611205433,0,0.636118598382749,0,100,100
1,1,0,1,20,80,75,85,0,0,0,0.504244482173175,0,0.592991913746631,0,57.38,100
1,0,0,1,35,70,20,35,0,0,0,0.558573853989813,0,0.584905660377358,0,100,100
1,0,0,4,25,35,15,45,0,0,0,0.505942275042445,0,0.606469002695418,0,100,100
1,0,0,2,60,95,60,40,0,0,0,0.573853989813243,0,0.636118598382749,0,100,100
4,0,0,0,80,45,0,75,0,0,0,0.937181663837012,0,0.894878706199461,0,100,100
4,1,0,4,20,5,25,80,0,0,0,0.741935483870968,0,0.851752021563342,0,100,100
4,0,0,4,15,45,25,45,0,0,0,0.916808149405773,0,0.172506738544474,0,100,52.994
