0,0,0,1,0,0,0,45,0,0,0,2.94,0,2.0,0,100.000,100.000
1,0,0,3,15,60,15,50,0,0,0,4.16,0,3.08,0,100.000,100.000
1,0,0,1,40,55,25,30,0,0,0,4.76,0,2.85,0,100.000,100.000
0,2,0,1,25,0,20,70,0,0,0,3.84,0,2.38,0,100.000,100.000
0,0,0,3,30,10,0,5,0,0,0,3.7,0,2.77,0,100.000,100.000
2,1,0,2,75,75,35,40,0,0,0,5.83,0,3.4,0,100.000,100.000
0,0,0,2,50,35,30,0,0,0,0,4.09,0,0.86,0,100.000,77.850
0,0,0,2,50,45,60,25,0,0,0,4.0,0,2.68,0,100.000,100.000
0,0,0,3,25,60,90,70,0,0,0,4.15,0,2.58,0,100.000,100.000
0,1,0,0,65,55,20,85,0,0,0,3.13,0,2.17,0,100.000,100.000
3,0,0,6,55,5,40,40,0,0,0,2.89,0,1.11,0,100.000,95.727
0,0,0,2,10,5,10,25,0,0,0,4.09,0,2.58,0,100.000,100.000
0,2,0,0,45,65,40,30,0,0,0,3.6,0,2.25,0,100.000,100.000
0,0,0,1,55,10,10,70,0,0,0,3.81,0,2.29,0,100.000,100.000
0,0,0,0,5,90,90,80,0,0,0,4.99,0,3.17,0,100.000,100.000
3,0,0,7,80,45,70,15,0,0,0,0.37,0,2.87,0,32.634,100.000
0,2,0,2,40,75,10,35,0,0,0,2.89,0,2.04,0,100.000,100.000
3,0,1,3,10,85,60,45,0,0,0,3.52,0,2.55,0,70.000,70.000
0,0,0,4,20,0,40,75,0,0,0,3.68,0,2.37,0,100.000,100.000
0,0,0,4,55,65,25,80,0,0,0,4.29,0,2.46,0,100.000,100.000
3,1,0,3,70,30,60,30,0,0,0,3.35,0,2.37,0,100.000,100.000
1,1,0,1,20,80,75,85,0,0,0,2.97,0,2.21,0,57.380,100.000
1,0,0,1,35,70,20,35,0,0,0,3.29,0,2.18,0,100.000,100.000
1,0,0,4,25,35,15,45,0,0,0,2.98,0,2.26,0,100.000,100.000
1,0,0,2,60,95,60,40,0,0,0,3.38,0,2.37,0,100.000,100.000
4,0,0,0,80,45,0,75,0,0,0,5.52,0,3.33,0,100.000,100.000
4,1,0,4,20,5,25,80,0,0,0,4.37,0,3.17,0,100.000,100.000
4,0,0,4,15,45,25,45,0,0,0,5.4,0,0.65,0,100.000,52.994
4,1,0,0,70,55,25,20,0,0,0,5.57,0,3.4,0,100.000,100.000
3,0,1,0,95,60,65,50,0,0,0,5.67,0,2.31,0,70.000,100.000
0,1,0,0,55,70,45,85,0,0,0,1.48,0,2.41,0,100.000,100.000
1,2,0,0,90,70,45,20,0,0,0,2.49,0,1.76,0,100.000,100.000
0,0,0,0,70,80,95,60,0,0,0,2.9,0,2.05,0,100.000,100.000
3,2,1,4,45,25,70,65,0,0,0,2.56,0,1.6,0,100.000,100.000
3,0,1,8,65,65,50,55,0,0,0,3.56,0,1.99,0,70.000,70.000
3,2,1,10,60,5,90,70,0,0,0,1.29,0,1.24,0,100.000,100.000
3,2,1,5,30,55,85,85,0,0,0,0.0,0,0.01,0,0.000,0.000
0,0,0,6,25,10,65,50,0,0,0,0.96,0,1.81,0,87.218,100.000
3,0,0,2,90,80,0,35,0,0,0,2.15,0,1.91,0,100.000,100.000
0,1,0,1,75,60,60,20,0,0,0,1.76,0,2.57,0,40.876,100.000
1,2,0,1,55,55,15,70,0,0,0,4.5,0,2.83,0,100.000,100.000
0,0,0,0,50,75,40,20,0,0,0,4.12,0,2.57,0,100.000,100.000
1,2,0,0,20,60,10,85,0,0,0,2.44,0,1.8,0,100.000,100.000
1,0,0,0,25,60,10,45,0,0,0,2.58,0,1.81,0,100.000,100.000
3,0,0,1,75,35,15,10,0,0,0,4.47,0,2.74,0,100.000,100.000
0,0,0,2,40,25,70,15,0,0,0,3.62,0,1.05,0,100.000,97.152
0,0,0,5,0,65,60,10,0,0,0,2.55,0,2.09,0,100.000,100.000
3,0,1,6,45,40,45,55,0,0,0,1.53,0,0.76,0,70.000,65.185
4,0,0,1,20,10,55,5,0,0,0,4.57,0,2.38,0,100.000,100.000
4,2,0,0,5,20,90,80,0,0,0,3.83,0,2.43,0,100.000,100.000
0,0,0,1,75,15,75,15,0,0,0,3.04,0,2.0,0,100.000,100.000
1,0,0,3,80,5,80,20,0,0,0,4.14,0,3.08,0,100.000,100.000
1,0,0,1,5,10,80,10,0,0,0,4.77,0,2.85,0,100.000,100.000
0,2,0,1,0,60,20,60,0,0,0,3.85,0,2.38,0,100.000,100.000
0,0,0,3,5,75,50,75,0,0,0,3.76,0,2.77,0,100.000,100.000
2,1,0,2,40,75,20,5,0,0,0,5.74,0,3.4,0,100.000,100.000
0,0,0,2,85,0,80,40,0,0,0,3.88,0,0.86,0,100.000,77.850
0,0,0,2,95,10,75,15,0,0,0,4.18,0,2.68,0,100.000,100.000
0,0,0,3,95,25,5,10,0,0,0,4.15,0,2.58,0,100.000,100.000
0,1,0,0,35,60,15,10,0,0,0,3.26,0,2.17,0,100.000,100.000
3,0,0,6,85,45,45,70,0,0,0,3.69,0,1.11,0,100.000,95.727
0,0,0,2,55,70,70,75,0,0,0,4.4,0,2.58,0,100.000,100.000
0,2,0,0,80,70,65,20,0,0,0,3.74,0,2.25,0,100.000,100.000
0,0,0,1,20,45,50,65,0,0,0,3.8,0,2.29,0,100.000,100.000
0,0,0,0,80,85,80,0,0,0,0,4.98,0,3.17,0,100.000,100.000
3,0,0,7,75,60,50,45,0,0,0,4.49,0,2.87,0,100.000,100.000
0,2,0,2,15,35,55,60,0,0,0,2.99,0,2.04,0,100.000,100.000
3,0,1,3,35,85,50,65,0,0,0,3.44,0,2.55,0,70.000,70.000
